PatentNo,Jurisdiction,PublicationDate,PublicationYear,ApplicationDate,Applicants,Inventors,Owners_updated,Owners,DocumentType
CN201382778Y,CN,13/01/2010,2010,22/04/2009,UNIV SOUTHEAST,AIQUN LI;;GUANGDONG ZHOU;;YOULIANG DING,,,Limited Patent
CN203582814U,CN,07/05/2014,2014,17/09/2013,LIAN LISHENG,LIAN LISHENG;;WEI HOUYUAN,,,Limited Patent
CN102226104A,CN,26/10/2011,2011,23/05/2011,UNIV DALIAN TECH,CHANGHAI LIANG;;CHUANG LI;;XIAO CHEN;;ZIHUI XIAO;;ZHENGFENG SHAO,,,Patent Application
CN102606871A,CN,25/07/2012,2012,09/03/2012,ZHIMIN ZHOU,ZHIMIN ZHOU,,,Patent Application
CN1113538A,CN,20/12/1995,1995,06/03/1995,OIL RECOVERY PLANT NO 2 DAGANG,WEIXIN DOU,,,Patent Application
CN100999991A,CN,18/07/2007,2007,13/01/2006,SHANDONG SCI & TECH UNIV,SONG ZHI AN WANG,,,Patent Application
CN101893459A,CN,24/11/2010,2010,22/12/2009,NANJING RES INST AGRI MECHANIZ,XINYU XUE;;JIAN LIANG;;ZHU SUN;;LIXIN ZHOU;;SONGCHAO ZHANG;;WEI KONG,,,Patent Application
CN2786596Y,CN,07/06/2006,2006,31/03/2005,BAOSHAN IRON & STEEL,ZHANG LI;;ZHU LIXIN,,,Limited Patent
CN203582815U,CN,07/05/2014,2014,17/09/2013,LIAN LISHENG,LIAN LISHENG;;WEI HOUYUAN,,,Limited Patent
CN201305575Y,CN,09/09/2009,2009,10/11/2008,JINLIANG XU,JINLIANG XU,,,Limited Patent
CN202064936U,CN,07/12/2011,2011,22/04/2011,PETROCHINA CO LTD,YONGXIAN ZHU;;TIANHE XIE;;JIANBIN ZHU;;XUEPING ZHU;;XIULING MAO;;YANZU DANG;;SHUANGFU DONG;;LIANG GUO,,,Limited Patent
CN203463101U,CN,05/03/2014,2014,14/08/2013,NINGBO XINZHONGFANG MEASUREMENT CONTROL SYSTEM CO LTD,SONG HONGTAO;;YANG XINPING;;LI ZHONGCUI,,,Limited Patent
CN2352734Y,CN,08/12/1999,1999,14/08/1998,RODLESS OIL PRODN PUMP CORP SH,ZHU SHANZHENG;;CHEN HUAJIAO;;AN BAIHAI,,,Limited Patent
CN103018152A,CN,03/04/2013,2013,20/12/2012,UNIV HUNAN SCI & TECHNOLOGY,CHEN WEI;;HE JIANQING;;DAI XIDONG;;ZHU JIANQUN;;WANG ZHIBIN;;CUI DATIAN,,,Patent Application
CN1731176A,CN,08/02/2006,2006,08/08/2005,YU WEICHU,YU WEICHU HE,,JINGZHOU CITY HYUNDAI PETROLEUM TECHNOLOGY DEVELOP (2009-07-31),Patent Application
CN1677082A,CN,05/10/2005,2005,02/04/2004,CHINA PETROLEUM & NATURAL GAS CO LTD,YU WEICHU;;YAN JIENIAN,,,Patent Application
CN2703257Y,CN,01/06/2005,2005,19/04/2004,YU WEICHU,YU WEICHU;;HE QUAN,,JINGZHOU CITY HYUNDAI PETROLEUM TECHNOLOGY DEVELOP (2009-07-31),Limited Patent
CN203502323U,CN,26/03/2014,2014,27/10/2013,MODERN OIL SIENCE & TECHNOLOGY CO LTD OF JINGZHOU,XIAO XIANGSONG;;YU WEICHU,,,Limited Patent
CN202381076U,CN,15/08/2012,2012,25/11/2011,CHINA NAT PETROLEUM CORP,ZHENJIE YANG;;HONGJUN LIANG;;FENG LI;;ZHI ZHANG;;HU LU,,,Limited Patent
CN102979505A,CN,20/03/2013,2013,06/12/2012,CHINA NAT OFFSHORE OIL CORP;;CHINA RES INST OF NAT OFFSHORE OIL;;UNIV YANGTZE,CAO YANFENG;;LOU YISHAN;;GUAN HONGXIANG;;ZHAI XIAOPENG;;HE BAOSHENG;;WANG LIHUA;;WU GUANGAI;;LI ZHONGHUI;;WEN MIN;;ZHU LIANG;;SHI WENZHUAN,,,Patent Application
CN202560206U,CN,28/11/2012,2012,29/04/2012,UNIV NORTHEAST PETROLEUM,WANCHUN ZHAO;;WEIWEI YUAN;;TINGTING WANG;;YUWEI LI;;GUOSHUAI JU;;JUNRU ZHAO,,,Limited Patent
CN202560207U,CN,28/11/2012,2012,17/05/2012,UNIV NORTHEAST PETROLEUM,WANCHUN ZHAO;;WEIWEI YUAN;;TINGTING WANG;;CHI AI;;YUWEI LI,,,Limited Patent
CN103184866A,CN,03/07/2013,2013,15/03/2013,UNIV XI AN SHIYOU,YANG ZHENJIE;;MA CHENGYUN;;MEI LUQIANG;;JIANG XIAOQIANG;;WU ZHIQIANG,,,Patent Application
CN202250056U,CN,30/05/2012,2012,29/09/2011,CHINA PETROLEUM & CHEMICAL;;CHINA PETROLEUM & CHEMICAL CO LTD JIANGSU OILFIELD CO LTD,YUFENG YUAN;;WEICAI SHI;;ZHIMING WANG;;ZHONG PENG;;ZHIYAO LU,,,Limited Patent
CN200985788Y,CN,05/12/2007,2007,12/12/2006,PETROCHINA CO LTD,TONGHAI MA;;HUAIJUN YANG;;XIANPING MA;;CHAOFENG JI;;ZHIYU CHEN,,,Limited Patent
CN1963146A,CN,16/05/2007,2007,12/12/2006,PETROCHINA CO LTD,MA TONGHAI YANG,,,Patent Application
CN2859527Y,CN,17/01/2007,2007,16/09/2005,FUZHOU ELECTRIC POWER BUREAU O,WANG YUANYUAN ZHU,,,Limited Patent
CN201425590Y,CN,17/03/2010,2010,05/06/2009,KUN XU,KUN XU,,"CHANGYUAN SHENRUI MONITORING TECHNOLOGY CO., LTD. (2014-06-11);;NANJING QINENG ELECTRONICS TECHNOLOGY CO., LTD. (2011-02-18)",Limited Patent
CN103412075A,CN,27/11/2013,2013,27/08/2013,GUIZHOU ELECTRIC POWER EX RES INST;;KAILI POWER SUPPLY BUREAU,ZHANG YING;;PAN YUN;;CHEN RONG;;YU PENGCHENG;;LI JUNWEI;;ZHANG FENGRU;;JIANG ZHEN,,,Patent Application
CN101425590B,CN,15/12/2010,2010,30/10/2007,SHANGHAI SHENLI HIGH TECH CO,LIQING HU;;MINGZHU FU;;BO ZHANG,,"STATE GRID SHANGHAI ELECTRIC POWER COMPANY (2013-12-23);;SHANGHAI SHEN-LI HIGH TECH CO., LTD. (2013-12-23)",Granted Patent
CN204389264U,CN,10/06/2015,2015,28/11/2013,STATE GRID CORP CHINA;;CHINA ELECTRIC POWER RES INST,LU BING;;ZHANG JUN;;WANG SIQI;;ZHOU WEI;;FU JILIANG;;WANG XU;;QI CONG;;CHEN XIWEN,,,Limited Patent
CN201599020U,CN,06/10/2010,2010,16/12/2009,,,,,Limited Patent
CN101141339A,CN,12/03/2008,2008,09/02/2007,JIANGSU YIFENG COMM EQUIPMENT,YONGZHENG ZHANG;;CHENGTAI GU;;CANBIN MIU;;GUOMIN WANG,,,Patent Application
CN203189011U,CN,11/09/2013,2013,19/04/2013,BEIJING HUA STONE AND INFORMATION TECHNOLOGY COMPANY LTD,GONG XIAN;;MA BOWEI,,,Limited Patent
CN101514627A,CN,26/08/2009,2009,05/03/2008,CHINESE ACAD INST AUTOMATION,ZIZE LIANG;;MIN TAN;;EN LI;;ZENGGUANG HOU;;XIAO LIANG;;JILIN SHANG;;SHUO WANG,,,Patent Application
CN1414211A,CN,30/04/2003,2003,22/10/2002,SUN DIANXIN,SUN DIANXIN,,,Patent Application
CN201984332U,CN,21/09/2011,2011,26/02/2011,DAQING JIUFANG PETROLEUM INSTR AND EQUIPMENT CO LTD,HUI ZHANG;;XIUHAI YU,,,Limited Patent
CN201650407U,CN,24/11/2010,2010,23/04/2010,DALIAN LOCOMOTIVE AND ROLLING STOCK CO LTD OF CNR GROUP,JIAN ZHANG;;AN JUN,,,Limited Patent
CN102733887A,CN,17/10/2012,2012,29/06/2012,DALIAN LOCOMOTIVE & ROLLING ST,DAPENG WANG;;DEZHI ZHANG;;XULONG JIANG;;LI ZHANG,,,Patent Application
CN201637443U,CN,17/11/2010,2010,07/11/2009,LANZHOU HAIMO TECHNOLOGIES CO LTD,ZHENGANG WANG;;JIGE CHEN;;HAI YU,,,Limited Patent
CN203572524U,CN,30/04/2014,2014,29/08/2013,LANZHOU HAIMO TECHNOLOGIES CO LTD,CHEN JIGE;;XIE JIANHUA;;YE JUNJIE,,,Limited Patent
CN201503284U,CN,09/06/2010,2010,27/06/2009,LANZHOU HAIMO TECHNOLOGY CO LTD,GUOYIN DI;;ZHAOBAI PAN;;JINSONG WAN;;LIGANG ZHANG,,,Limited Patent
CN201196081Y,CN,18/02/2009,2009,23/05/2008,ANTON OIL SERVICES GROUP CO LTD,GANG TIAN;;ZHIHU BU;;ZONGYI WU,,,Limited Patent
CN2763729Y,CN,08/03/2006,2006,19/01/2005,TELING AIR CONDITIONING SYSTEM,PETER XIA,,,Limited Patent
CN203615549U,CN,28/05/2014,2014,19/12/2013,TIANJIN SUNSON ELECTRONICS CO LTD,KE JINHONG,,,Limited Patent
CN2643205Y,CN,22/09/2004,2004,02/09/2003,ZHANG DUANQIAO,ZHANG DUANQIAO ZHAN,,,Limited Patent
CN202328898U,CN,11/07/2012,2012,26/09/2011,TIANJIN HAOWEI ENERGY SAVING AND ENVIRONMENTAL PROT TECHNOLOGY DEV CO LTD,LIHONG WU,,,Limited Patent
CN1749677A,CN,22/03/2006,2006,23/12/2004,LINGTIAN SCIENCE AND TECHNOLOG,LIN HANZHU,,,Patent Application
CN202904818U,CN,24/04/2013,2013,28/09/2012,PETROCHINA CO LTD,HAN BING;;TAN DONGJIE;;MA YUNBIN;;LI LIANGLIANG;;HAO JIANBIN;;JING HONGYUAN;;LIU JIANPING;;WU ZHANGZHONG,,,Limited Patent
CN101667328A,CN,10/03/2010,2010,03/09/2008,PETROCHINA CO LTD,JIANBIN HAO;;JIANPING LIU;;PENGCHAO CHEN;;HONGYUAN JING;;YI GUO;;YONGJUN CAI,,,Patent Application
CN203123608U,CN,14/08/2013,2013,19/03/2013,WUXI LAHIGH ENGINEERING DESIGN CO LTD,CHEN MEI;;ZOU JING,,,Limited Patent
CN203700304U,CN,09/07/2014,2014,25/10/2013,WUHAN OPTICAL VALLEY BLUE FLAME NEW ENERGY CO LTD,XIONG JIAN;;CHEN HANPING;;CHENG FUBAO;;TIAN FAKE;;HE DONG,,,Limited Patent
CN102407027A,CN,11/04/2012,2012,21/11/2011,LUOYANG JUNTENG ENERGY TECHNOLOGY CO LTD;;QIANG ZHOU,QIANG ZHOU;;RENFU ZHOU;;RAN TAO,,,Patent Application
CN101986358A,CN,16/03/2011,2011,31/08/2010,HAOMING PENG,HAOMING PENG,,,Patent Application
CN203325139U,CN,04/12/2013,2013,17/07/2013,JIANGSU MARITIME INST,WU CHANGXIA,,"GUANGDONG HUABO ENTERPRISE MANAGEMENT CONSULTING C (2015-06-30);;YANGZHOU GUOYU SHIPBUILDING CO., LTD. (2015-01-07)",Limited Patent
CN203260147U,CN,30/10/2013,2013,22/04/2013,UNIV HUAQIAO,DU JIANHUA;;ZHANG RENCHENG;;JIN YU;;DING HUAN,,,Limited Patent
CN103440728A,CN,11/12/2013,2013,03/09/2013,UNIV HARBIN ENG,JIN HONGZHANG;;ZOU AILI;;YAO XULIANG;;CAI JING;;CAO RAN;;MA ZHONGHUI;;JIA NUO;;ZHANG YANLI;;ZHENG LIYUAN,,,Patent Application
CN201993625U,CN,28/09/2011,2011,31/12/2010,CHINA PETROLEUM & CHEMICAL,XINGKAI ZUO;;JINGMIN NIU;;RUHONG ZHANG;;QINGQIANG ZHANG;;MING HUANG;;QINGCHUN YU;;JIANRUI LUO,,,Limited Patent
CN101871502A,CN,27/10/2010,2010,22/06/2010,BEIJING INST TECHNOLOGY,SIZHONG CHEN;;FAN LU;;XUN WANG;;YU ZENG;;JUNWEI ZHANG,,,Patent Application
CN202833830U,CN,27/03/2013,2013,22/10/2012,CHENGDU FANXINJIA TECH CO LTD,GAO JING;;YUAN DAIHUA;;DENG JINZHI,,,Limited Patent
CN102287474A,CN,21/12/2011,2011,03/06/2011,,,,,Patent Application
CN203836065U,CN,17/09/2014,2014,27/01/2014,ANHUI LIUGONG CRANE CO LTD,WANG XUN;;WANG CHONG,,,Limited Patent
CN1598350A,CN,23/03/2005,2005,09/09/2004,UNIV CHONGQING,WANG DAIHUA;;LAI DAKUN,,,Patent Application
CN101761599A,CN,30/06/2010,2010,23/12/2009,HEPING TAN,HEPING TAN,,CHONGQING METER MATERIALS INST (2011-04-26),Patent Application
CN101726573A,CN,09/06/2010,2010,30/11/2009,UNIV ZHEJIANG TECHNOLOGY,ZHENMING LI,,,Patent Application
CN201449389U,CN,05/05/2010,2010,14/05/2009,XIAN THERMAL POWER RES INST CO,HONGGUANG HE;;JIALI LIU;;YI MENG;;GUIFANG WANG;;YUEMING WANG;;DAGUANG XIANG;;NING XUE;;ZHONGCAN YANG;;WEI YAO,,,Limited Patent
CN202358550U,CN,01/08/2012,2012,19/10/2011,CHINA PETROLEUM & CHEMICAL;;SINOPEC QINGDAO SAFETY ENGINEERING INST,JIANXIANG LI;;WEIHUA ZHANG;;CHUNMING JIANG;;QIANG YIN;;BIN TAO,,,Limited Patent
CN102495191A,CN,13/06/2012,2012,19/10/2011,CHINA PETROLEUM & CHEMICAL;;SINOPEC SAFETY ENG INST,JIANXIANG LI;;WEIHUA ZHANG;;CHUNMING JIANG;;SHANJUN MOU;;QINGLIN HAN;;BIN TAO,,,Patent Application
CN103289726A,CN,11/09/2013,2013,02/03/2012,UNIV CHINA PETROLEUM BEIJING,WANG JUAN;;HAO XIREN;;MAO YU;;WANG JIANGYUN,,,Patent Application
CN202403575U,CN,29/08/2012,2012,21/11/2011,UNIV NANJING NORMAL,ZHENGGUI GU,,,Limited Patent
CN102954715A,CN,06/03/2013,2013,30/11/2012,DALIAN LONSIN NEW MATERIALS CO,LIU XINTAO;;JIANG WEIXI;;CHEN JIANYING;;BIAN FUXIANG;;MU DAOXU,,,Patent Application
CN1417595A,CN,14/05/2003,2003,19/11/2002,CHEN YONGSHENG,CHEN YONGSHENG;;LIU BAOHE;;ZHAO GANG,,,Patent Application
CN2033049U,CN,22/02/1989,1989,26/11/1987,INSTR AND METER PLANT NO 3 CAN,QIANGHUA SHAO;;FANGTIAN LIU,,,Patent Application
CN102650205A,CN,29/08/2012,2012,27/04/2012,PETROCHINA CO LTD,XIONGZHI LIU;;TIANQI WANG;;ZHAOPING YANG;;ZHONGCHUN LI,,,Patent Application
CN1495439A,CN,12/05/2004,2004,05/12/2002,CHINESE ACADEMY OF ATOMIC ENER,ZHANG PEIXIN,,,Patent Application
CN202420727U,CN,05/09/2012,2012,26/12/2011,BO YANG,BO YANG,,,Limited Patent
CN101832752A,CN,15/09/2010,2010,17/03/2010,UNIV ZHEJIANG,CHENYU LIANG;;YAOZHI LUO;;RUOFEI TONG;;XIAOBO WANG,,,Patent Application
CN101413388A,CN,22/04/2009,2009,02/12/2008,DAQING OILFIELD CO LTD,WEILIN YAN;;ZHENGCHEN LI;;SHUJUN YIN;;YONGJUN YANG,,,Patent Application
CN201975858U,CN,14/09/2011,2011,26/01/2011,WUHAN NARI LTD LIABILITY CO STATE GRID ELECTRIC POWER RES INSTITUTE;;STATE GRID ELECTRIC POWER RES INST,WENHUA LU;;ZHIRONG WU;;JIANGBO CHEN;;HAILONG ZHANG;;YANHUI SHI;;WENXIA ZUO;;SISI DU;;FENGPAN LI;;JIANGHUA QUAN,,SHANXI ELECTRIC POWER CORPORATION STATE GRID ELECT (2013-06-26),Limited Patent
CN103457357A,CN,18/12/2013,2013,16/09/2013,JIAOZUO POWER COMPANY STATE GRID HENAN ELECTRIC POWER COMPANY,JIA SHUYAN;;XUE YUAN,,"STATE ELECTRIC NET CROP. (2013-11-28);;JIAOZUO POWER SUPPLY COMPANY, STATE GRID HUNAN ELE (2013-11-28)",Patent Application
CN201548633U,CN,11/08/2010,2010,16/11/2009,SHANGDONG ELECTRIC POWER EQUIPMENT COMPANY,KEJUN HAN;;XINGANG WANG;;YONGZHI ZHAO,,"SHANDONG POWER EQUIPMENT CO., LTD. (2011-08-31);;SHANDONG POWER EQUIPMENT MANUFACTURING CO., LTD. (2011-08-31)",Limited Patent
CN1681054A,CN,12/10/2005,2005,04/08/2004,HITACHI IND EQUIPMENT SYS,MANABU DOHI;;TOSHIKI SHIRAHATA;;TAKAYUKI KONDO,,,Patent Application
CN2660118Y,CN,01/12/2004,2004,04/12/2003,DIWEIER PETROLEUM & NATURAL GA,WANG HUITANG;;LI DONGCHENG,,,Limited Patent
CN201443388U,CN,28/04/2010,2010,24/06/2009,XIUMEI HOU,XIUMEI HOU;;YUNCHUAN WANG;;RONGZHI LIU;;SENLIN LI;;KAI YANG;;FENG LIU,,,Limited Patent
CN101144732A,CN,19/03/2008,2008,26/10/2007,JIUQING LU,JIUQING LU,,,Patent Application
CN1178861A,CN,15/04/1998,1998,31/10/1996,EXPLORATION DESIGN INST OF SHE,HUANG DECHUN;;ZHANG JIAN;;XIN CHANG AN,,SINOPEC OILFIELD SERVICE CORPORATION (2015-01-04),Patent Application
CN102562036A,CN,11/07/2012,2012,17/01/2012,BEIJING AUFEI BOSHI TECHNICAL SERVICES CO LTD,RUFENG LI;;YANHUA ZHAO;;HE JUN;;JUNLIANG TU,,LI RUFENG (2015-01-28),Patent Application
CN1595112A,CN,16/03/2005,2005,25/06/2004,UNIV WUHAN TECH,YAN XINPING;;GAO HUILIANG;;ZHOU XINCONG,,,Patent Application
CN102305783A,CN,04/01/2012,2012,13/05/2011,UNIV BEIJING NORMAL,JINLIANG ZHANG;;MINGMING TANG;;WEIWEI REN,,,Patent Application
CN103343017A,CN,09/10/2013,2013,21/06/2013,LUOYANG ZHENGYUAN PETROCHEMICAL CO LTD,ZHANG ZHIPING,,,Patent Application
CN203315803U,CN,04/12/2013,2013,24/05/2013,BAOJI OILFIELD MACHINERY CO,WU CHAO;;ZHENG WANLI;;XIAO RUI,,,Limited Patent
CN101319607A,CN,10/12/2008,2008,22/07/2008,PUYANG TIANDIREN ENVIRONMENTAL,MIN GUO;;XUEFENG GUO;;FADE YUAN;;MINGJUN MAO,,,Patent Application
CN102758262A,CN,31/10/2012,2012,29/04/2011,CHINESE ACAD INST CHEMISTRY,LEI JIANG;;JIE ZHOU;;SHUTAO WANG,,,Patent Application
CN202900214U,CN,24/04/2013,2013,14/11/2012,GENG HAITAO,GENG HAITAO;;CHEN CHUANKAI;;XI HONGYONG;;ZHANG XIBIN;;ZHUANG LIANG;;JIANG TAO,,,Limited Patent
CN101135622A,CN,05/03/2008,2008,10/10/2007,INST OF ROCK & SOIL MECH CAS,WEIZHONG CHEN;;HONGDAN YU;;SHANPO JIA;;XIANJUN TAN,,,Patent Application
CN203365248U,CN,25/12/2013,2013,05/08/2013,UNIV CHINA THREE GORGES CTGU,ZHANG ZHENHUA;;LIAO XIAOLI;;LING JIAN;;YU KUNPENG;;CAI JIE,,,Limited Patent
CN203869959U,CN,08/10/2014,2014,21/03/2014,UNIV CHINA GEOSCIENCES WUHAN,ZHANG JINCHUAN;;HUANG XIAO,,,Limited Patent
CN101477028A,CN,08/07/2009,2009,13/01/2009,UNIV SUN YAT SEN,CUIYING ZHOU;;WEI HUANG;;FENGXIAN ZHU;;DONG LIU;;LEI ZHANG,,,Patent Application
CN101209572A,CN,02/07/2008,2008,24/12/2007,HUNAN YUJING MACHINERY INDUSTR,YUXING DAI;;YIBING ZHANG;;RUI TANG;;JIN JIANG;;YUHONG YANG,,,Patent Application
CN202371423U,CN,08/08/2012,2012,30/11/2011,YANTAI HUASHUN MACHINERY ENGINEERING EQUIPMENT CO LTD,SHULING PENG;;SHAOYONG PANG;;ZHE WANG;;BO SUN;;SHAOBO XU,,,Limited Patent
CN201866498U,CN,15/06/2011,2011,22/11/2010,SOUTHERN ALUMINIUM INDUSTRY CHINA CO LTD,YUANDIAN YANG;;QIZU ZHENG,,,Limited Patent
CN102042472A,CN,04/05/2011,2011,15/10/2009,SHANGHAI MEISHAN BAOSTEEL GR,TIANLIANG XU;;XIAOZHONG CAO,,,Patent Application
CN1823241A,CN,23/08/2006,2006,19/05/2004,VOGEL WILLI AG,GOETZ SPIESS,,,Patent Application
CN201665523U,CN,08/12/2010,2010,05/03/2009,CHINA PRODUCTIVITY CT FOR MACHINERY,HONGQI LIU;;JIAN GU;;JIANGTAO LIU;;FENG ZHANG,,,Limited Patent
CN101551326A,CN,07/10/2009,2009,08/04/2009,UNIV JILIANG CHINA,HONGYAN CHEN;;YANCAI JIANG,,,Patent Application
CN1588030A,CN,02/03/2005,2005,09/07/2004,UNIV DALIAN SCIENCE & ENG,TANG ZHEN AN;;WEI GUANGFEN;;JIAO PEISHENG,,,Patent Application
CN1865969A,CN,22/11/2006,2006,18/05/2005,SHENZHEN AUTO ELECTRIC EQUIPME,QIN RENYAN,,"SHENZHEN CITY AOTEXUN SENSOR TECHNOLOGY CO., LTD. (2007-12-21);;ASENSOR TECHNOLOGIES CO., LTD. (2013-06-05)",Patent Application
CN1608719A,CN,27/04/2005,2005,24/10/2003,SHENZHEN AOTEXUN ELECTRIC EQUI,QIN RENYAN,,"SHENZHEN AOTEXUN SENSOR TECHNOLOGY CO., LTD. (2006-09-01);;SHENZHEN CITY AOTEXUN SENSOR TECHNOLOGY CO., LTD. (2006-09-22);;ASENSOR TECHNOLOGIES CO., LTD. (2013-05-29)",Patent Application
CN101363813A,CN,11/02/2009,2009,10/08/2007,SHENZHEN AEE SENSOR TECHNOLOGI,RENYAN QIN;;LI ZHAO,,"ASENSOR TECHNOLOGIES CO., LTD. (2013-06-27)",Patent Application
CN203053914U,CN,10/07/2013,2013,11/01/2013,ASENSOR TECHNOLOGIES CO LTD,ZHAO LI,,,Limited Patent
CN101299031A,CN,05/11/2008,2008,27/06/2008,HEFEI INST PHYSICAL SCI CAS,ZHENGYONG ZHANG;;TAO MEI;;DEYI KONG;;DINGJUN XU,,,Patent Application
CN103496837A,CN,08/01/2014,2014,21/10/2013,CHENG ZHONGHE,CHENG ZHONGHE;;XIE YONGGANG;;MA LIANWEI;;ZHANG DINGJUN;;JIANG YAXI,,,Patent Application
CN102659261A,CN,12/09/2012,2012,11/05/2012,ZHONGHE CHENG,ZHONGHE CHENG;;SHUANGXI CHENG;;YUE YU,,,Patent Application
CN103590822A,CN,19/02/2014,2014,16/08/2012,CHINA PETROLEUM & CHEMICAL;;SINOPEC RES INST PETROLEUM,LIAO DONGLIANG;;LU HUANGSHENG;;ZHAO WENJIE;;WU HAIYAN;;ZHANG YUANCHUN;;WANG WEI;;LIU JIANGTAO;;LI YONGJIE;;LIU SHUANGLIAN,,,Patent Application
CN103075260A,CN,01/05/2013,2013,23/01/2013,REN YIHU;;REN HAO,REN YIHU;;REN HAO,,,Patent Application
CN103016168A,CN,03/04/2013,2013,22/09/2011,BEIJING YIKONG LINGBO AUTOMOBILE ELECTRONIC TECHNOLOGY CO LTD,HAO SHOUGANG;;LI ZHONG;;LI JIN,,,Patent Application
CN102959199A,CN,06/03/2013,2013,28/01/2011,DIAZ ESCANO JESUS MANUEL,DIAZ ESCANO JESUS MANUEL,,,Patent Application
CN103277081A,CN,04/09/2013,2013,29/05/2013,BEIJING HBP ENERGY TECHNOLOGY CO LTD;;DAQING HUIBOPU PETROLEUM MECHANICAL EQUIPMENT MFG CO LTD,HUANG SONG;;BAI MINGYIN;;DING LIN;;LIN HONGKE;;ZHANG WEI,,,Patent Application
CN202643475U,CN,02/01/2013,2013,25/05/2012,MODE MOLD SUZHOU IND PARK CO LTD,REN ZHITONG,,,Limited Patent
CN101493705A,CN,29/07/2009,2009,19/01/2009,YUEHAI CHU,YUEHAI CHU,,,Patent Application
CN1652825A,CN,10/08/2005,2005,08/05/2003,FAMILY LIFE CO LTD,YU SAKATA;;TOSHIO OKAZAKI;;TOSHIZUMI IKEDA,,,Patent Application
CN2177092Y,CN,14/09/1994,1994,10/01/1994,DONGBEI DESIGN INST CHINA MUNI,JINGPU LIU;;BIN WANG,,,Limited Patent
CN102562215A,CN,11/07/2012,2012,29/11/2011,ETG LTD,KURIHARA KATSUMI,,,Patent Application
CN202417636U,CN,05/09/2012,2012,16/02/2012,CHONGQING ZONGSHEN GENERAL POWER MACHINE CO LTD,BIN YUAN;;XI WANG,,,Limited Patent
CN203835484U,CN,17/09/2014,2014,20/05/2014,SHANDONG HUASHENG ZHONGTIAN ENGINEERING MACHINERY GROUP CO LTD,CUI JINGGUO;;LIU TAO;;ZHAO GUOHUA;;LIU WENQI;;SONG GUANGWEN,,,Limited Patent
CN102337945A,CN,01/02/2012,2012,15/10/2011,ZHEJIANG LEHENG POWER TECHNOLOGY CO LTD,YOUHENG QIAN;;TIEJUN TANG,,,Patent Application
CN103321709A,CN,25/09/2013,2013,29/05/2013,SUZHOU CLEVA PREC MACHINERY & TECHNOLOGY CO LTD,KONG ZHAO;;GUO NING;;CHEN GAN;;FENG KEYA,,,Patent Application
CN2828305Y,CN,18/10/2006,2006,02/08/2005,LIAOHE PETROLEUM EXPLORATION,XU HONGQUAN GUAN,,,Limited Patent
CN2646546Y,CN,06/10/2004,2004,18/07/2003,CHUNLIANG OIL PRODUCTION FACTO,LI XIAOLIN LIU,,,Limited Patent
CN1068236A,CN,20/01/1993,1993,22/06/1991,UNIV XI AN JIAOTONG,JINGPANG GE;;YONGHONG CHENG;;CHEN XIGUI,,,Patent Application
CN203131306U,CN,14/08/2013,2013,13/03/2013,SU DONGMEI,SU DONGMEI;;LIU JINGSHENG;;XIANG ZHENSHENG;;WANG ZHENSEN;;XIANG CHUNFANG,,,Limited Patent
CN103701319A,CN,02/04/2014,2014,26/11/2013,CNPC CHUANQING DRILLING ENG CO,CHEN FENG;;SUN WEI;;TANG KAI;;ZHANG XIONGHUI;;ZHANG YONG;;HU CHAOHONG;;OU YUEQIANG;;YOU CHANG,,,Patent Application
CN202578655U,CN,05/12/2012,2012,12/10/2011,BEIJING ARENA CENTURY PETROLEUM SCIENCE & TECHNOLOGY CO LTD,WU JUN;;SUN TAN,,,Limited Patent
CN103696742A,CN,02/04/2014,2014,26/11/2013,CNPC CHUANQING DRILLING ENG CO,CHEN FENG;;TANG KAI;;SUN WEI;;ZHANG YONG;;ZHANG XIONGHUI;;HU CHAOHONG;;WANG HAI;;OU YUEQIANG,,,Patent Application
CN2443145Y,CN,15/08/2001,2001,27/04/2000,IN WELL WORKING CO HUABEI PETR,CAO YUN AN;;LIANG GUANGLEI;;WEN HAO,,,Limited Patent
CN2650070Y,CN,20/10/2004,2004,16/07/2003,CHEN XIAOAN,CHEN XIAOAN,,,Limited Patent
CN203856458U,CN,01/10/2014,2014,25/04/2014,XI AN WUHUA JUNENG BLASTING EQUIPMENT CO LTD,ZHANG SONGQIAO;;LUO XINGPING;;YANG WEI;;DANG YOUWEI;;LIU GONGQUAN;;LI JINGQIN;;WANG FENG;;WANG XUEYAN;;TONG JIAN;;GUO LICHAO;;MEN YUANYUAN;;XU NA,,,Limited Patent
CN203066956U,CN,17/07/2013,2013,15/01/2013,XI AN WUHUA ENERGY EXPLODING EQUIPMENT CO LTD,LUO XINGPING;;ZHANG FENG;;YAO ZHIZHONG;;DANG YOUWEI;;LIU LIAN;;CHEN LONG;;LI JINGCEN;;MIN JIE;;LI ZHEYU;;LIU GUANHONG;;YI CAIPING;;REN XIANJUN,,,Limited Patent
CN103745562A,CN,23/04/2014,2014,04/12/2013,STATE GRID CORP CHINA;;JIANGSU ELECTRIC POWER CO;;LIANYUNGANG POWER SUPPLY CO OF JIANGSU ELECTRIC POWER CO;;HUAIHAI INST TECHNOLOGY,ZHANG CHUNGUANG;;ZHU LIWEI,,,Patent Application
CN102938835A,CN,20/02/2013,2013,15/11/2012,USTC UNIV SCIENCE TECH CN,HU HAIBING;;ZHANG YONGMING;;HE HAO,,,Patent Application
